,name,year,wine ID,rating,price,winery,ratings_count,region,number_of_flavors,number_of_grapes,grapes,black_fruit,citrus_fruit,dried_fruit,earth,floral,microbio,non_oak,oak,red_fruit,spices,tree_fruit,tropical_fruit,vegetal
33,Corimbo 2015,2015,1214002,4.1,92.21196850458044,Bodegas La Horra,1284,Ribera del Duero,12,1,['Tempranillo'],0.21105919003115264,0.003894080996884735,0.011682242990654205,0.1791277258566978,0.014018691588785047,0.02881619937694704,0.1791277258566978,0.2827102803738318,0.14174454828660435,0.14797507788161993,0.001557632398753894,0.0,0.009345794392523364
34,Roda Reserva Rioja 2017,2017,18715,4.2,59.98735585513028,Bodegas Roda,1181,Rioja,12,3,"['Tempranillo', 'Graciano', 'Garnacha']",0.4343776460626588,0.00846740050804403,0.05080440304826418,0.43268416596104997,0.029635901778154106,0.0855207451312447,0.48518204911092294,0.7417442845046571,0.4123624047417443,0.4106689246401355,0.004233700254022015,0.0,0.018628281117696866
35,Corimbo I 2014,2014,2066279,4.2,93.20349504764044,Bodegas La Horra,1133,Ribera del Duero,11,1,['Tempranillo'],0.18005295675198588,0.0,0.02118270079435128,0.14386584289496912,0.01059135039717564,0.02824360105913504,0.15975286849073256,0.2383053839364519,0.10503089143865843,0.13680494263018536,0.0,0.00088261253309797,0.00529567519858782
36,Bin 407 Cabernet Sauvignon 2015,2015,1241,4.3,81.78051008028754,Penfolds,1091,South Australia,13,1,['Cabernet Sauvignon'],0.7653528872593951,0.00916590284142988,0.04766269477543538,0.36480293308890926,0.03299725022914757,0.05774518790100825,0.3675527039413382,0.7332722273143905,0.23373052245646195,0.49587534372135655,0.008249312557286892,0.0018331805682859762,0.043996333638863426
37,Bin 138 Shiraz - Grenache - Mataro 2012,2012,1247,3.9,59.24371094783528,Penfolds,1087,Barossa Valley,13,3,"['Shiraz/Syrah', 'Grenache', 'Mourvedre']",0.35878564857405704,0.005519779208831647,0.046918123275068994,0.20607175712971482,0.02667893284268629,0.03955841766329347,0.19595216191352346,0.47194112235510577,0.24839006439742412,0.2548298068077277,0.00827966881324747,0.004599816007359705,0.012879484820607176
38,Ca'Marcanda Vistamare Toscana 2018,2018,1160459,4.1,75.10813563679535,Gaja,1029,Toscana,13,1,['Trebbiano'],0.003887269193391642,0.20894071914480078,0.006802721088435374,0.22351797862001943,0.042759961127308066,0.09815354713313897,0.05830903790087463,0.10204081632653061,0.0058309037900874635,0.06899902818270165,0.2555879494655005,0.06608357628765792,0.04956268221574344
39,St. Henri Shiraz 2016,2016,1268,4.4,88.5961205545177,Penfolds,1028,South Australia,13,1,['Shiraz/Syrah'],1.0826848249027237,0.01556420233463035,0.09922178988326848,0.6682879377431906,0.07295719844357977,0.11381322957198443,0.5865758754863813,1.1634241245136188,0.4280155642023346,0.7937743190661478,0.014591439688715954,0.007782101167315175,0.05058365758754864
40,Saint-Émilion Grand Cru 2015,2015,50984,3.9,61.97040894125029,Château Teyssier,965,Saint-Émilion Grand Cru,12,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.5046632124352332,0.012435233160621761,0.05181347150259067,0.45077720207253885,0.04145077720207254,0.09430051813471503,0.4155440414507772,0.6507772020725389,0.2849740932642487,0.33471502590673574,0.007253886010362694,0.0,0.03005181347150259
41,Lucente 2019,2019,83596,4.1,55.27760477559526,Tenuta Luce,950,Toscana,13,4,"['Cabernet Sauvignon', 'Merlot', 'Sangiovese', 'Canaiolo Nero']",1.02,0.015789473684210527,0.10105263157894737,0.7452631578947368,0.08105263157894736,0.14421052631578948,0.8,1.2957894736842106,0.9073684210526316,0.6989473684210527,0.014736842105263158,0.003157894736842105,0.06526315789473684
42,Bin 407 Cabernet Sauvignon 2018,2018,1241,4.3,81.78051008028754,Penfolds,900,South Australia,13,1,['Cabernet Sauvignon'],0.9277777777777778,0.011111111111111112,0.057777777777777775,0.44222222222222224,0.04,0.07,0.44555555555555554,0.8888888888888888,0.2833333333333333,0.6011111111111112,0.01,0.0022222222222222222,0.05333333333333334
43,Maroccoli Syrah 2011,2011,4994,3.9,59.49159258360027,Planeta,869,Menfi,13,4,"['Primitivo', 'Aglianico', 'Negroamaro', ""Nero d'Avola""]",0.19332566168009205,0.009205983889528193,0.023014959723820484,0.1565017261219793,0.01726121979286536,0.024165707710011506,0.12658227848101267,0.22669735327963175,0.08975834292289989,0.1852704257767549,0.0023014959723820483,0.0011507479861910242,0.005753739930955121
44,Ca'Marcanda Magari 2018,2018,1178883,4.3,66.9280416565503,Gaja,853,Bolgheri,13,3,"['Cabernet Sauvignon', 'Merlot', 'Sangiovese']",0.6705744431418523,0.022274325908558032,0.038686987104337635,0.5720984759671747,0.05861664712778429,0.0984759671746776,0.48534583821805394,0.7772567409144197,0.47479484173505276,0.41852286049237986,0.008206330597889801,0.004689331770222743,0.06096131301289566
45,Sela Rioja 2017,2017,1176488,3.9,59.98735585513028,Bodegas Roda,838,Rioja,12,3,"['Tempranillo', 'Graciano', 'Garnacha']",0.24463007159904535,0.007159904534606206,0.022673031026252982,0.21479713603818615,0.014319809069212411,0.046539379474940336,0.2852028639618138,0.45465393794749404,0.32935560859188545,0.2541766109785203,0.00954653937947494,0.0,0.008353221957040573
46,Pagodes de Cos 2014,2014,1984446,4.1,133.8560833131006,Cos d'Estournel,836,Saint-Estèphe,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.8014354066985646,0.011961722488038277,0.05263157894736842,0.7535885167464115,0.05382775119617225,0.13636363636363635,0.6052631578947368,0.9174641148325359,0.33373205741626794,0.4055023923444976,0.01076555023923445,0.0011961722488038277,0.05861244019138756
47,Brunello di Montalcino 2008,2008,10151,4.3,112.04249936578051,Poggio Antico,785,Brunello di Montalcino,13,1,['Sangiovese'],0.21528662420382166,0.02038216560509554,0.05477707006369427,0.3885350318471338,0.033121019108280254,0.050955414012738856,0.27770700636942675,0.4573248407643312,0.3630573248407643,0.18853503184713377,0.006369426751592357,0.0025477707006369425,0.024203821656050957
48,The Struie 2018,2018,11819,4.4,102.227341502978,Torbreck,748,Barossa Valley,13,1,['Shiraz/Syrah'],0.7018716577540107,0.0106951871657754,0.09358288770053476,0.36363636363636365,0.08021390374331551,0.08155080213903744,0.35561497326203206,0.6310160427807486,0.2767379679144385,0.47459893048128343,0.009358288770053475,0.001336898395721925,0.045454545454545456
49,Chianti Classico Riserva 2016,2016,33734,4.1,53.04667005371024,Volpaia,746,Chianti Classico,12,4,"['Sangiovese', 'Trebbiano', 'Canaiolo Nero', 'Malvasia Nera']",0.22788203753351208,0.013404825737265416,0.03485254691689008,0.41823056300268097,0.040214477211796246,0.04289544235924933,0.28820375335120646,0.4517426273458445,0.47319034852546915,0.21983914209115282,0.005361930294906166,0.0,0.054959785522788206
50,Haut-Médoc 2013,2013,1603722,3.7,54.28607823253525,Château Citran,705,Haut-Médoc,12,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.6524822695035462,0.019858156028368795,0.062411347517730496,0.5361702127659574,0.05390070921985816,0.12056737588652482,0.38865248226950355,0.6652482269503546,0.2680851063829787,0.28936170212765955,0.011347517730496455,0.0,0.03687943262411347
51,Saint-Julien 2017,2017,86362,4.1,116.50436880955054,Château Gloria,696,Saint-Julien,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",1.5761494252873562,0.022988505747126436,0.1206896551724138,1.6522988505747127,0.14942528735632185,0.23563218390804597,1.3433908045977012,1.8994252873563218,0.6479885057471264,0.7227011494252874,0.01867816091954023,0.004310344827586207,0.14798850574712644
52,Saint-Émilion Grand Cru (Grand Cru Classé) 2016,2016,95318,4.1,68.91109474267031,Château Laroque,683,Saint-Émilion Grand Cru,13,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",0.7247437774524158,0.01903367496339678,0.05856515373352855,0.7027818448023426,0.04685212298682284,0.13616398243045388,0.5534407027818448,0.9194729136163983,0.3938506588579795,0.37920937042459735,0.007320644216691069,0.0029282576866764276,0.05856515373352855
53,Saint-Estèphe 2013,2013,1126808,3.8,71.38991110032033,Château Ormes de Pez,669,Saint-Estèphe,12,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",1.0433482810164425,0.01046337817638266,0.05829596412556054,1.0014947683109119,0.07623318385650224,0.15994020926756353,0.757847533632287,1.1539611360239164,0.45590433482810166,0.47533632286995514,0.004484304932735426,0.0,0.07623318385650224
54,Rosé Brut Champagne 2009,2009,1230164,4.2,110.40607407205415,Pol Roger,581,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.03614457831325301,0.33907056798623064,0.013769363166953529,0.19104991394148021,0.0378657487091222,0.37865748709122204,0.31153184165232356,0.25817555938037867,0.7263339070567987,0.09122203098106713,0.19965576592082615,0.013769363166953529,0.0378657487091222
55,Rossj-Bass Langhe 2019,2019,66204,4.3,121.21411988908557,Gaja,560,Langhe,13,4,"['Arneis', 'Pinot Blanc', 'Cortese', 'Tocai Friulano']",0.007142857142857143,0.525,0.0035714285714285713,0.4232142857142857,0.05892857142857143,0.2875,0.18571428571428572,0.44642857142857145,0.007142857142857143,0.13214285714285715,0.36607142857142855,0.14285714285714285,0.1375
56,Médoc 2014,2014,53034,3.8,66.9280416565503,Château Potensac,536,Médoc,12,6,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Carménère']",1.1921641791044777,0.029850746268656716,0.11194029850746269,1.2182835820895523,0.0914179104477612,0.1958955223880597,0.9645522388059702,1.4048507462686568,0.5634328358208955,0.542910447761194,0.022388059701492536,0.0,0.10820895522388059
57,Dagromis Barolo 2017,2017,66164,4.4,65.9365151134903,Gaja,530,Barolo,13,1,['Nebbiolo'],0.4075471698113208,0.07547169811320754,0.08113207547169811,1.0226415094339623,0.1339622641509434,0.1641509433962264,0.5792452830188679,1.0,0.8981132075471698,0.4867924528301887,0.011320754716981131,0.007547169811320755,0.052830188679245285
58,Barbaresco 2015,2015,92485,4.0,66.43227838502031,Fontanafredda,506,Barbaresco,12,1,['Nebbiolo'],0.07905138339920949,0.011857707509881422,0.021739130434782608,0.22727272727272727,0.045454545454545456,0.04743083003952569,0.14031620553359683,0.22134387351778656,0.20553359683794467,0.09090909090909091,0.001976284584980237,0.0,0.015810276679841896
59,St. Henri Shiraz 2017,2017,1268,4.4,88.5961205545177,Penfolds,476,South Australia,13,1,['Shiraz/Syrah'],2.338235294117647,0.03361344537815126,0.21428571428571427,1.4432773109243697,0.15756302521008403,0.24579831932773108,1.2668067226890756,2.5126050420168067,0.9243697478991597,1.7142857142857142,0.031512605042016806,0.01680672268907563,0.1092436974789916
60,Special Cuvée Brut Aÿ Champagne N.V.,N.V.,18929,4.3,59.26173307343114,Bollinger,56282,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0006218684481717068,0.03361643154116769,0.0007817774777015743,0.01682598344053161,0.0012615045662911766,0.03807611669805622,0.04250026651504921,0.034291602999182685,0.0023453324331047225,0.003820049038769056,0.04974947585373654,0.0020255143740449877,0.007906613126754558
61,Brut (Réserve) Champagne N.V.,N.V.,1129619,4.2,54.51806818336695,Taittinger,44760,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0003127792672028597,0.03811438784629133,0.0005361930294906167,0.018632707774798928,0.0019213583556747095,0.030317247542448616,0.03802502234137623,0.029535299374441465,0.0022117962466487937,0.004021447721179625,0.046827524575513854,0.0025915996425379803,0.005875781948168007
62,La Cuvée Brut Champagne N.V.,N.V.,5552281,4.1,57.92587342048203,Laurent-Perrier,42036,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.00035683699685983445,0.047578266247977924,0.0003330478637358455,0.01667618231991626,0.0020934437149110288,0.030093253401846036,0.034779712627271864,0.02773812922257113,0.0014987153868113046,0.0028309068417546866,0.04279665049005614,0.0021410219811590064,0.008778190122751927
63,Brut Réserve Champagne N.V.,N.V.,15615,4.2,57.92587342048203,Billecart-Salmon,27378,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0008400905836803273,0.040178245306450436,0.0010957703265395574,0.019175980714442254,0.0028124771714515303,0.036635254583972536,0.041529695375849225,0.03217912192271167,0.0030681569143107606,0.004127401563299,0.05489809335963182,0.003104682591862079,0.00898531667762437
64,Classic Brut Champagne N.V.,N.V.,1178663,4.1,61.30641621570018,Deutz,26081,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0002683946167708293,0.036693378321383384,0.00042176296921130323,0.017483992178214027,0.001840420229285687,0.029293355316130518,0.034124458418005446,0.026992830029523407,0.001687051876845213,0.0028373145201487674,0.044706874736398144,0.0023005252866071086,0.007975154326904644
65,Brut (R de Ruinart) Champagne N.V.,N.V.,1382045,4.3,107.34586496912485,Ruinart,22106,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.000497602460870352,0.02320636931149914,0.00036189269881480143,0.013435266443499502,0.0017189903193703068,0.026599113362887904,0.03094182574866552,0.026011037727313852,0.002759431828462861,0.0018547000814258573,0.03397267710123948,0.0014475707952592057,0.007554510087758979
66,Brut Rosé Champagne N.V.,N.V.,23051,4.3,81.58285737653488,Veuve Clicquot,20824,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0021129466000768342,0.025451402228198233,0.0012965808682289667,0.009892431809450633,0.001536688436419516,0.02329043411448329,0.020649250864387247,0.016711486746062237,0.05037456780637726,0.003313484441029581,0.013638109873223205,0.0009604302727621974,0.004129850172877449
67,Royale Réserve Brut Champagne N.V.,N.V.,83817,4.1,68.12202668993032,Philipponnat,15470,Champagne,13,3,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']",0.0005817711700064641,0.027020038784744668,0.0009049773755656109,0.016354234001292826,0.0011635423400129282,0.026244343891402715,0.030446024563671622,0.02572721396250808,0.005042016806722689,0.0031027795733678085,0.03335488041370394,0.0016160310277957336,0.004848093083387201
